user_id,cluster,segment
126462,0,High Engagement
126463,0,High Engagement
126464,3,Occasional / Content-Light
126465,0,High Engagement
126466,2,Moderate Engagement
126467,2,Moderate Engagement
126468,0,High Engagement
126469,1,Low Engagement / At-Risk
126470,1,Low Engagement / At-Risk
126471,0,High Engagement
126472,0,High Engagement
126473,1,Low Engagement / At-Risk
126474,0,High Engagement
126475,2,Moderate Engagement
126476,1,Low Engagement / At-Risk
126477,0,High Engagement
126478,0,High Engagement
126479,2,Moderate Engagement
126480,1,Low Engagement / At-Risk
126481,2,Moderate Engagement
126482,2,Moderate Engagement
126483,3,Occasional / Content-Light
126484,0,High Engagement
126485,0,High Engagement
126486,0,High Engagement
126487,0,High Engagement
126488,3,Occasional / Content-Light
126489,3,Occasional / Content-Light
126490,1,Low Engagement / At-Risk
126491,3,Occasional / Content-Light
126492,0,High Engagement
126493,2,Moderate Engagement
126494,0,High Engagement
126495,3,Occasional / Content-Light
126496,3,Occasional / Content-Light
126497,3,Occasional / Content-Light
126498,2,Moderate Engagement
126499,0,High Engagement
126500,0,High Engagement
126501,0,High Engagement
126502,1,Low Engagement / At-Risk
126503,1,Low Engagement / At-Risk
126504,1,Low Engagement / At-Risk
126505,0,High Engagement
126506,1,Low Engagement / At-Risk
126507,2,Moderate Engagement
126508,0,High Engagement
126509,0,High Engagement
126510,0,High Engagement
126511,2,Moderate Engagement
126512,0,High Engagement
126513,1,Low Engagement / At-Risk
126514,0,High Engagement
126515,3,Occasional / Content-Light
126516,1,Low Engagement / At-Risk
126517,0,High Engagement
126518,3,Occasional / Content-Light
126519,2,Moderate Engagement
126520,1,Low Engagement / At-Risk
126521,1,Low Engagement / At-Risk
126522,0,High Engagement
126523,0,High Engagement
126524,2,Moderate Engagement
126525,0,High Engagement
126526,3,Occasional / Content-Light
126527,0,High Engagement
126528,0,High Engagement
126529,3,Occasional / Content-Light
126530,3,Occasional / Content-Light
126531,2,Moderate Engagement
126532,2,Moderate Engagement
126533,0,High Engagement
126534,3,Occasional / Content-Light
126535,3,Occasional / Content-Light
126536,0,High Engagement
126537,0,High Engagement
126538,1,Low Engagement / At-Risk
126539,0,High Engagement
126540,2,Moderate Engagement
126541,0,High Engagement
126542,3,Occasional / Content-Light
126543,3,Occasional / Content-Light
126544,2,Moderate Engagement
126545,0,High Engagement
126546,0,High Engagement
126547,1,Low Engagement / At-Risk
126548,1,Low Engagement / At-Risk
126549,2,Moderate Engagement
126550,1,Low Engagement / At-Risk
126551,1,Low Engagement / At-Risk
126552,1,Low Engagement / At-Risk
126553,2,Moderate Engagement
126554,0,High Engagement
126555,3,Occasional / Content-Light
126556,1,Low Engagement / At-Risk
126557,1,Low Engagement / At-Risk
126558,3,Occasional / Content-Light
126559,0,High Engagement
126560,3,Occasional / Content-Light
126561,1,Low Engagement / At-Risk
126562,1,Low Engagement / At-Risk
126563,2,Moderate Engagement
126564,0,High Engagement
126565,0,High Engagement
126566,0,High Engagement
126567,3,Occasional / Content-Light
126568,2,Moderate Engagement
126569,0,High Engagement
126570,3,Occasional / Content-Light
126571,0,High Engagement
126572,2,Moderate Engagement
126573,3,Occasional / Content-Light
126574,1,Low Engagement / At-Risk
126575,1,Low Engagement / At-Risk
126576,0,High Engagement
126577,0,High Engagement
126578,2,Moderate Engagement
126579,1,Low Engagement / At-Risk
126580,3,Occasional / Content-Light
126581,0,High Engagement
126582,1,Low Engagement / At-Risk
126583,2,Moderate Engagement
126584,0,High Engagement
126585,0,High Engagement
126586,1,Low Engagement / At-Risk
126587,3,Occasional / Content-Light
126588,1,Low Engagement / At-Risk
126589,3,Occasional / Content-Light
126590,1,Low Engagement / At-Risk
126591,1,Low Engagement / At-Risk
126592,2,Moderate Engagement
126593,0,High Engagement
126594,2,Moderate Engagement
126595,3,Occasional / Content-Light
126596,1,Low Engagement / At-Risk
126597,0,High Engagement
126598,2,Moderate Engagement
126599,0,High Engagement
126600,1,Low Engagement / At-Risk
126601,1,Low Engagement / At-Risk
126602,1,Low Engagement / At-Risk
126603,0,High Engagement
126604,2,Moderate Engagement
126605,1,Low Engagement / At-Risk
126606,0,High Engagement
126607,3,Occasional / Content-Light
126608,1,Low Engagement / At-Risk
126609,1,Low Engagement / At-Risk
126610,1,Low Engagement / At-Risk
126611,1,Low Engagement / At-Risk
126612,3,Occasional / Content-Light
126613,0,High Engagement
126614,2,Moderate Engagement
126615,0,High Engagement
126616,1,Low Engagement / At-Risk
126617,0,High Engagement
126618,1,Low Engagement / At-Risk
126619,3,Occasional / Content-Light
126620,3,Occasional / Content-Light
126621,0,High Engagement
126622,0,High Engagement
126623,1,Low Engagement / At-Risk
126624,3,Occasional / Content-Light
126625,0,High Engagement
126626,1,Low Engagement / At-Risk
126627,0,High Engagement
126628,0,High Engagement
126629,3,Occasional / Content-Light
126630,3,Occasional / Content-Light
126631,0,High Engagement
126632,1,Low Engagement / At-Risk
126633,0,High Engagement
126634,3,Occasional / Content-Light
126635,0,High Engagement
126636,2,Moderate Engagement
126637,1,Low Engagement / At-Risk
126638,2,Moderate Engagement
126639,2,Moderate Engagement
126640,1,Low Engagement / At-Risk
126641,0,High Engagement
126642,1,Low Engagement / At-Risk
126643,0,High Engagement
126644,3,Occasional / Content-Light
126645,0,High Engagement
126646,1,Low Engagement / At-Risk
126647,1,Low Engagement / At-Risk
126648,2,Moderate Engagement
126649,0,High Engagement
126650,3,Occasional / Content-Light
126651,1,Low Engagement / At-Risk
126652,0,High Engagement
126653,3,Occasional / Content-Light
126654,0,High Engagement
126655,0,High Engagement
126656,2,Moderate Engagement
126657,0,High Engagement
126658,1,Low Engagement / At-Risk
126659,1,Low Engagement / At-Risk
126660,3,Occasional / Content-Light
126661,0,High Engagement
126662,0,High Engagement
126663,3,Occasional / Content-Light
126664,3,Occasional / Content-Light
126665,1,Low Engagement / At-Risk
126666,1,Low Engagement / At-Risk
126667,1,Low Engagement / At-Risk
126668,2,Moderate Engagement
126669,0,High Engagement
126670,2,Moderate Engagement
126671,2,Moderate Engagement
126672,3,Occasional / Content-Light
126673,0,High Engagement
126674,3,Occasional / Content-Light
126675,3,Occasional / Content-Light
126676,2,Moderate Engagement
126677,0,High Engagement
126678,1,Low Engagement / At-Risk
126679,3,Occasional / Content-Light
126680,0,High Engagement
126681,2,Moderate Engagement
126682,3,Occasional / Content-Light
126683,0,High Engagement
126684,1,Low Engagement / At-Risk
126685,3,Occasional / Content-Light
126686,3,Occasional / Content-Light
126687,3,Occasional / Content-Light
126688,3,Occasional / Content-Light
126689,2,Moderate Engagement
126690,0,High Engagement
126691,2,Moderate Engagement
126692,1,Low Engagement / At-Risk
126693,3,Occasional / Content-Light
126694,0,High Engagement
126695,0,High Engagement
126696,3,Occasional / Content-Light
126697,2,Moderate Engagement
126698,2,Moderate Engagement
126699,1,Low Engagement / At-Risk
126700,0,High Engagement
126701,1,Low Engagement / At-Risk
126702,0,High Engagement
126703,3,Occasional / Content-Light
126704,3,Occasional / Content-Light
126705,2,Moderate Engagement
126706,2,Moderate Engagement
126707,0,High Engagement
126708,1,Low Engagement / At-Risk
126709,1,Low Engagement / At-Risk
126710,0,High Engagement
126711,2,Moderate Engagement
126712,1,Low Engagement / At-Risk
126713,2,Moderate Engagement
126714,0,High Engagement
126715,0,High Engagement
126716,2,Moderate Engagement
126717,2,Moderate Engagement
126718,1,Low Engagement / At-Risk
126719,0,High Engagement
126720,1,Low Engagement / At-Risk
126721,2,Moderate Engagement
126722,3,Occasional / Content-Light
126723,0,High Engagement
126724,2,Moderate Engagement
126725,3,Occasional / Content-Light
126726,0,High Engagement
126727,3,Occasional / Content-Light
126728,3,Occasional / Content-Light
126729,0,High Engagement
126730,3,Occasional / Content-Light
126731,0,High Engagement
126732,1,Low Engagement / At-Risk
126733,1,Low Engagement / At-Risk
126734,1,Low Engagement / At-Risk
126735,1,Low Engagement / At-Risk
126736,2,Moderate Engagement
126737,1,Low Engagement / At-Risk
126738,0,High Engagement
126739,1,Low Engagement / At-Risk
126740,1,Low Engagement / At-Risk
126741,1,Low Engagement / At-Risk
126742,1,Low Engagement / At-Risk
126743,0,High Engagement
126744,2,Moderate Engagement
126745,3,Occasional / Content-Light
126746,0,High Engagement
126747,1,Low Engagement / At-Risk
126748,3,Occasional / Content-Light
126749,3,Occasional / Content-Light
126750,3,Occasional / Content-Light
126751,1,Low Engagement / At-Risk
126752,1,Low Engagement / At-Risk
126753,0,High Engagement
126754,2,Moderate Engagement
126755,3,Occasional / Content-Light
126756,0,High Engagement
126757,0,High Engagement
126758,0,High Engagement
126759,1,Low Engagement / At-Risk
126760,2,Moderate Engagement
126761,0,High Engagement
126762,1,Low Engagement / At-Risk
126763,0,High Engagement
126764,2,Moderate Engagement
126765,2,Moderate Engagement
126766,0,High Engagement
126767,2,Moderate Engagement
126768,0,High Engagement
126769,3,Occasional / Content-Light
126770,0,High Engagement
126771,3,Occasional / Content-Light
126772,3,Occasional / Content-Light
126773,0,High Engagement
126774,0,High Engagement
126775,2,Moderate Engagement
126776,3,Occasional / Content-Light
126777,2,Moderate Engagement
126778,0,High Engagement
126779,2,Moderate Engagement
126780,0,High Engagement
126781,0,High Engagement
126782,0,High Engagement
126783,1,Low Engagement / At-Risk
126784,3,Occasional / Content-Light
126785,0,High Engagement
126786,0,High Engagement
126787,1,Low Engagement / At-Risk
126788,2,Moderate Engagement
126789,0,High Engagement
126790,0,High Engagement
126791,0,High Engagement
126792,0,High Engagement
126793,0,High Engagement
126794,0,High Engagement
126795,0,High Engagement
126796,1,Low Engagement / At-Risk
126797,0,High Engagement
126798,3,Occasional / Content-Light
126799,2,Moderate Engagement
126800,0,High Engagement
126801,1,Low Engagement / At-Risk
126802,3,Occasional / Content-Light
126803,1,Low Engagement / At-Risk
126804,0,High Engagement
126805,3,Occasional / Content-Light
126806,1,Low Engagement / At-Risk
126807,2,Moderate Engagement
126808,1,Low Engagement / At-Risk
126809,1,Low Engagement / At-Risk
126810,2,Moderate Engagement
126811,0,High Engagement
126812,1,Low Engagement / At-Risk
126813,1,Low Engagement / At-Risk
126814,2,Moderate Engagement
126815,2,Moderate Engagement
126816,1,Low Engagement / At-Risk
126817,1,Low Engagement / At-Risk
126818,0,High Engagement
126819,0,High Engagement
126820,0,High Engagement
126821,3,Occasional / Content-Light
126822,0,High Engagement
126823,1,Low Engagement / At-Risk
126824,0,High Engagement
126825,3,Occasional / Content-Light
126826,3,Occasional / Content-Light
126827,2,Moderate Engagement
126828,3,Occasional / Content-Light
126829,0,High Engagement
126830,0,High Engagement
126831,3,Occasional / Content-Light
126832,2,Moderate Engagement
126833,0,High Engagement
126834,1,Low Engagement / At-Risk
126835,1,Low Engagement / At-Risk
126836,1,Low Engagement / At-Risk
126837,2,Moderate Engagement
126838,3,Occasional / Content-Light
126839,2,Moderate Engagement
126840,0,High Engagement
126841,0,High Engagement
126842,3,Occasional / Content-Light
126843,2,Moderate Engagement
126844,1,Low Engagement / At-Risk
126845,3,Occasional / Content-Light
126846,0,High Engagement
126847,0,High Engagement
126848,0,High Engagement
126849,2,Moderate Engagement
126850,2,Moderate Engagement
126851,2,Moderate Engagement
126852,3,Occasional / Content-Light
126853,0,High Engagement
126854,1,Low Engagement / At-Risk
126855,0,High Engagement
126856,2,Moderate Engagement
126857,0,High Engagement
126858,3,Occasional / Content-Light
126859,1,Low Engagement / At-Risk
126860,3,Occasional / Content-Light
126861,1,Low Engagement / At-Risk
126862,3,Occasional / Content-Light
126863,3,Occasional / Content-Light
126864,0,High Engagement
126865,2,Moderate Engagement
126866,2,Moderate Engagement
126867,0,High Engagement
126868,1,Low Engagement / At-Risk
126869,1,Low Engagement / At-Risk
126870,3,Occasional / Content-Light
126871,0,High Engagement
126872,0,High Engagement
126873,2,Moderate Engagement
126874,3,Occasional / Content-Light
126875,2,Moderate Engagement
126876,0,High Engagement
126877,1,Low Engagement / At-Risk
126878,2,Moderate Engagement
126879,2,Moderate Engagement
126880,0,High Engagement
126881,0,High Engagement
126882,0,High Engagement
126883,3,Occasional / Content-Light
126884,2,Moderate Engagement
126885,3,Occasional / Content-Light
126886,1,Low Engagement / At-Risk
126887,2,Moderate Engagement
126888,0,High Engagement
126889,3,Occasional / Content-Light
126890,0,High Engagement
126891,3,Occasional / Content-Light
126892,3,Occasional / Content-Light
126893,0,High Engagement
126894,0,High Engagement
126895,0,High Engagement
126896,1,Low Engagement / At-Risk
126897,0,High Engagement
126898,0,High Engagement
126899,0,High Engagement
126900,0,High Engagement
126901,2,Moderate Engagement
126902,0,High Engagement
126903,1,Low Engagement / At-Risk
126904,1,Low Engagement / At-Risk
126905,2,Moderate Engagement
126906,1,Low Engagement / At-Risk
126907,0,High Engagement
126908,3,Occasional / Content-Light
126909,1,Low Engagement / At-Risk
126910,0,High Engagement
126911,3,Occasional / Content-Light
126912,0,High Engagement
126913,0,High Engagement
126914,3,Occasional / Content-Light
126915,1,Low Engagement / At-Risk
126916,0,High Engagement
126917,0,High Engagement
126918,2,Moderate Engagement
126919,0,High Engagement
126920,2,Moderate Engagement
126921,1,Low Engagement / At-Risk
126922,2,Moderate Engagement
126923,1,Low Engagement / At-Risk
126924,2,Moderate Engagement
126925,3,Occasional / Content-Light
126926,1,Low Engagement / At-Risk
126927,1,Low Engagement / At-Risk
126928,0,High Engagement
126929,3,Occasional / Content-Light
126930,0,High Engagement
126931,1,Low Engagement / At-Risk
126932,3,Occasional / Content-Light
126933,3,Occasional / Content-Light
126934,0,High Engagement
126935,3,Occasional / Content-Light
126936,0,High Engagement
126937,0,High Engagement
126938,2,Moderate Engagement
126939,0,High Engagement
126940,1,Low Engagement / At-Risk
126941,3,Occasional / Content-Light
126942,0,High Engagement
126943,0,High Engagement
126944,0,High Engagement
126945,2,Moderate Engagement
126946,1,Low Engagement / At-Risk
126947,2,Moderate Engagement
126948,0,High Engagement
126949,3,Occasional / Content-Light
126950,2,Moderate Engagement
126951,3,Occasional / Content-Light
126952,3,Occasional / Content-Light
126953,3,Occasional / Content-Light
126954,3,Occasional / Content-Light
126955,3,Occasional / Content-Light
126956,0,High Engagement
126957,1,Low Engagement / At-Risk
126958,2,Moderate Engagement
126959,2,Moderate Engagement
126960,0,High Engagement
126961,2,Moderate Engagement
126962,1,Low Engagement / At-Risk
126963,1,Low Engagement / At-Risk
126964,3,Occasional / Content-Light
126965,3,Occasional / Content-Light
126966,2,Moderate Engagement
126967,3,Occasional / Content-Light
126968,3,Occasional / Content-Light
126969,0,High Engagement
126970,3,Occasional / Content-Light
126971,2,Moderate Engagement
126972,3,Occasional / Content-Light
126973,3,Occasional / Content-Light
126974,0,High Engagement
126975,1,Low Engagement / At-Risk
126976,0,High Engagement
126977,3,Occasional / Content-Light
126978,0,High Engagement
126979,0,High Engagement
126980,1,Low Engagement / At-Risk
126981,0,High Engagement
126982,2,Moderate Engagement
126983,2,Moderate Engagement
126984,1,Low Engagement / At-Risk
126985,0,High Engagement
126986,1,Low Engagement / At-Risk
126987,3,Occasional / Content-Light
126988,3,Occasional / Content-Light
126989,0,High Engagement
126990,1,Low Engagement / At-Risk
126991,3,Occasional / Content-Light
126992,0,High Engagement
126993,1,Low Engagement / At-Risk
126994,2,Moderate Engagement
126995,2,Moderate Engagement
126996,3,Occasional / Content-Light
126997,2,Moderate Engagement
126998,3,Occasional / Content-Light
126999,0,High Engagement
127000,0,High Engagement
127001,0,High Engagement
127002,0,High Engagement
127003,2,Moderate Engagement
127004,0,High Engagement
127005,2,Moderate Engagement
127006,1,Low Engagement / At-Risk
127007,2,Moderate Engagement
127008,0,High Engagement
127009,2,Moderate Engagement
127010,1,Low Engagement / At-Risk
127011,2,Moderate Engagement
127012,3,Occasional / Content-Light
127013,0,High Engagement
127014,3,Occasional / Content-Light
127015,3,Occasional / Content-Light
127016,1,Low Engagement / At-Risk
127017,2,Moderate Engagement
127018,2,Moderate Engagement
127019,0,High Engagement
127020,3,Occasional / Content-Light
127021,2,Moderate Engagement
127022,2,Moderate Engagement
127023,2,Moderate Engagement
127024,0,High Engagement
127025,3,Occasional / Content-Light
127026,3,Occasional / Content-Light
127027,0,High Engagement
127028,1,Low Engagement / At-Risk
127029,1,Low Engagement / At-Risk
127030,1,Low Engagement / At-Risk
127031,1,Low Engagement / At-Risk
127032,0,High Engagement
127033,2,Moderate Engagement
127034,1,Low Engagement / At-Risk
127035,3,Occasional / Content-Light
127036,2,Moderate Engagement
127037,1,Low Engagement / At-Risk
127038,2,Moderate Engagement
127039,0,High Engagement
127040,0,High Engagement
127041,1,Low Engagement / At-Risk
127042,0,High Engagement
127043,2,Moderate Engagement
127044,1,Low Engagement / At-Risk
127045,2,Moderate Engagement
127046,2,Moderate Engagement
127047,1,Low Engagement / At-Risk
127048,2,Moderate Engagement
127049,0,High Engagement
127050,1,Low Engagement / At-Risk
127051,3,Occasional / Content-Light
127052,2,Moderate Engagement
127053,1,Low Engagement / At-Risk
127054,3,Occasional / Content-Light
127055,3,Occasional / Content-Light
127056,0,High Engagement
127057,1,Low Engagement / At-Risk
127058,0,High Engagement
127059,0,High Engagement
127060,0,High Engagement
127061,0,High Engagement
127062,1,Low Engagement / At-Risk
127063,3,Occasional / Content-Light
127064,1,Low Engagement / At-Risk
127065,3,Occasional / Content-Light
127066,3,Occasional / Content-Light
127067,3,Occasional / Content-Light
127068,0,High Engagement
127069,1,Low Engagement / At-Risk
127070,0,High Engagement
127071,3,Occasional / Content-Light
127072,0,High Engagement
127073,2,Moderate Engagement
127074,0,High Engagement
127075,0,High Engagement
127076,2,Moderate Engagement
127077,3,Occasional / Content-Light
127078,2,Moderate Engagement
127079,3,Occasional / Content-Light
127080,1,Low Engagement / At-Risk
127081,3,Occasional / Content-Light
127082,1,Low Engagement / At-Risk
127083,2,Moderate Engagement
127084,2,Moderate Engagement
127085,1,Low Engagement / At-Risk
127086,0,High Engagement
127087,2,Moderate Engagement
127088,0,High Engagement
127089,1,Low Engagement / At-Risk
127090,3,Occasional / Content-Light
127091,3,Occasional / Content-Light
127092,0,High Engagement
127093,0,High Engagement
127094,0,High Engagement
127095,1,Low Engagement / At-Risk
127096,1,Low Engagement / At-Risk
127097,2,Moderate Engagement
127098,3,Occasional / Content-Light
127099,3,Occasional / Content-Light
127100,2,Moderate Engagement
127101,0,High Engagement
127102,3,Occasional / Content-Light
127103,1,Low Engagement / At-Risk
127104,1,Low Engagement / At-Risk
127105,2,Moderate Engagement
127106,3,Occasional / Content-Light
127107,2,Moderate Engagement
127108,0,High Engagement
127109,0,High Engagement
127110,0,High Engagement
127111,3,Occasional / Content-Light
127112,3,Occasional / Content-Light
127113,1,Low Engagement / At-Risk
127114,2,Moderate Engagement
127115,1,Low Engagement / At-Risk
127116,0,High Engagement
127117,2,Moderate Engagement
127118,0,High Engagement
127119,0,High Engagement
127120,1,Low Engagement / At-Risk
127121,1,Low Engagement / At-Risk
127122,3,Occasional / Content-Light
127123,2,Moderate Engagement
127124,0,High Engagement
127125,2,Moderate Engagement
127126,1,Low Engagement / At-Risk
127127,0,High Engagement
127128,1,Low Engagement / At-Risk
127129,0,High Engagement
127130,3,Occasional / Content-Light
127131,1,Low Engagement / At-Risk
127132,2,Moderate Engagement
127133,3,Occasional / Content-Light
127134,1,Low Engagement / At-Risk
127135,0,High Engagement
127136,3,Occasional / Content-Light
127137,2,Moderate Engagement
127138,0,High Engagement
127139,0,High Engagement
127140,3,Occasional / Content-Light
127141,3,Occasional / Content-Light
127142,1,Low Engagement / At-Risk
127143,1,Low Engagement / At-Risk
127144,3,Occasional / Content-Light
127145,0,High Engagement
127146,0,High Engagement
127147,3,Occasional / Content-Light
127148,0,High Engagement
127149,3,Occasional / Content-Light
127150,0,High Engagement
127151,0,High Engagement
127152,1,Low Engagement / At-Risk
127153,3,Occasional / Content-Light
127154,0,High Engagement
127155,2,Moderate Engagement
127156,2,Moderate Engagement
127157,1,Low Engagement / At-Risk
127158,0,High Engagement
127159,2,Moderate Engagement
127160,3,Occasional / Content-Light
127161,1,Low Engagement / At-Risk
127162,0,High Engagement
127163,2,Moderate Engagement
127164,0,High Engagement
127165,0,High Engagement
127166,2,Moderate Engagement
127167,2,Moderate Engagement
127168,1,Low Engagement / At-Risk
127169,2,Moderate Engagement
127170,2,Moderate Engagement
127171,2,Moderate Engagement
127172,2,Moderate Engagement
127173,1,Low Engagement / At-Risk
127174,0,High Engagement
127175,3,Occasional / Content-Light
127176,2,Moderate Engagement
127177,2,Moderate Engagement
127178,0,High Engagement
127179,0,High Engagement
127180,2,Moderate Engagement
127181,0,High Engagement
127182,1,Low Engagement / At-Risk
127183,1,Low Engagement / At-Risk
127184,0,High Engagement
127185,3,Occasional / Content-Light
127186,2,Moderate Engagement
127187,0,High Engagement
127188,1,Low Engagement / At-Risk
127189,2,Moderate Engagement
127190,2,Moderate Engagement
127191,2,Moderate Engagement
127192,3,Occasional / Content-Light
127193,0,High Engagement
127194,1,Low Engagement / At-Risk
127195,0,High Engagement
127196,1,Low Engagement / At-Risk
127197,2,Moderate Engagement
127198,0,High Engagement
127199,3,Occasional / Content-Light
127200,1,Low Engagement / At-Risk
127201,1,Low Engagement / At-Risk
127202,1,Low Engagement / At-Risk
127203,0,High Engagement
127204,0,High Engagement
127205,2,Moderate Engagement
127206,3,Occasional / Content-Light
127207,0,High Engagement
127208,0,High Engagement
127209,1,Low Engagement / At-Risk
127210,0,High Engagement
127211,0,High Engagement
127212,0,High Engagement
127213,3,Occasional / Content-Light
127214,2,Moderate Engagement
127215,1,Low Engagement / At-Risk
127216,1,Low Engagement / At-Risk
127217,2,Moderate Engagement
127218,1,Low Engagement / At-Risk
127219,2,Moderate Engagement
127220,1,Low Engagement / At-Risk
127221,3,Occasional / Content-Light
127222,2,Moderate Engagement
127223,1,Low Engagement / At-Risk
127224,2,Moderate Engagement
127225,0,High Engagement
127226,1,Low Engagement / At-Risk
127227,1,Low Engagement / At-Risk
127228,2,Moderate Engagement
127229,0,High Engagement
127230,3,Occasional / Content-Light
127231,3,Occasional / Content-Light
127232,0,High Engagement
127233,2,Moderate Engagement
127234,0,High Engagement
127235,2,Moderate Engagement
127236,1,Low Engagement / At-Risk
127237,2,Moderate Engagement
127238,2,Moderate Engagement
127239,3,Occasional / Content-Light
127240,0,High Engagement
127241,2,Moderate Engagement
127242,1,Low Engagement / At-Risk
127243,0,High Engagement
127244,1,Low Engagement / At-Risk
127245,2,Moderate Engagement
127246,1,Low Engagement / At-Risk
127247,3,Occasional / Content-Light
127248,2,Moderate Engagement
127249,0,High Engagement
127250,3,Occasional / Content-Light
127251,1,Low Engagement / At-Risk
127252,3,Occasional / Content-Light
127253,0,High Engagement
127254,0,High Engagement
127255,3,Occasional / Content-Light
127256,0,High Engagement
127257,0,High Engagement
127258,0,High Engagement
127259,1,Low Engagement / At-Risk
127260,3,Occasional / Content-Light
127261,2,Moderate Engagement
127262,0,High Engagement
127263,2,Moderate Engagement
127264,3,Occasional / Content-Light
127265,2,Moderate Engagement
127266,0,High Engagement
127267,2,Moderate Engagement
127268,3,Occasional / Content-Light
127269,2,Moderate Engagement
127270,2,Moderate Engagement
127271,2,Moderate Engagement
127272,2,Moderate Engagement
127273,1,Low Engagement / At-Risk
127274,1,Low Engagement / At-Risk
127275,3,Occasional / Content-Light
127276,2,Moderate Engagement
127277,0,High Engagement
127278,0,High Engagement
127279,2,Moderate Engagement
127280,1,Low Engagement / At-Risk
127281,3,Occasional / Content-Light
127282,1,Low Engagement / At-Risk
127283,2,Moderate Engagement
127284,0,High Engagement
127285,1,Low Engagement / At-Risk
127286,3,Occasional / Content-Light
127287,3,Occasional / Content-Light
127288,2,Moderate Engagement
127289,2,Moderate Engagement
127290,0,High Engagement
127291,0,High Engagement
127292,3,Occasional / Content-Light
127293,3,Occasional / Content-Light
127294,3,Occasional / Content-Light
127295,0,High Engagement
127296,0,High Engagement
127297,1,Low Engagement / At-Risk
127298,0,High Engagement
127299,0,High Engagement
127300,1,Low Engagement / At-Risk
127301,0,High Engagement
127302,0,High Engagement
127303,2,Moderate Engagement
127304,0,High Engagement
127305,0,High Engagement
127306,0,High Engagement
127307,1,Low Engagement / At-Risk
127308,0,High Engagement
127309,3,Occasional / Content-Light
127310,2,Moderate Engagement
127311,1,Low Engagement / At-Risk
127312,1,Low Engagement / At-Risk
127313,1,Low Engagement / At-Risk
127314,1,Low Engagement / At-Risk
127315,1,Low Engagement / At-Risk
127316,0,High Engagement
127317,0,High Engagement
127318,0,High Engagement
127319,2,Moderate Engagement
127320,2,Moderate Engagement
127321,1,Low Engagement / At-Risk
127322,2,Moderate Engagement
127323,2,Moderate Engagement
127324,0,High Engagement
127325,1,Low Engagement / At-Risk
127326,1,Low Engagement / At-Risk
127327,1,Low Engagement / At-Risk
127328,0,High Engagement
127329,1,Low Engagement / At-Risk
127330,2,Moderate Engagement
127331,3,Occasional / Content-Light
127332,2,Moderate Engagement
127333,0,High Engagement
127334,3,Occasional / Content-Light
127335,2,Moderate Engagement
127336,2,Moderate Engagement
127337,1,Low Engagement / At-Risk
127338,3,Occasional / Content-Light
127339,1,Low Engagement / At-Risk
127340,2,Moderate Engagement
127341,0,High Engagement
127342,1,Low Engagement / At-Risk
127343,2,Moderate Engagement
127344,1,Low Engagement / At-Risk
127345,0,High Engagement
127346,1,Low Engagement / At-Risk
127347,2,Moderate Engagement
127348,0,High Engagement
127349,3,Occasional / Content-Light
127350,0,High Engagement
127351,1,Low Engagement / At-Risk
127352,0,High Engagement
127353,3,Occasional / Content-Light
127354,1,Low Engagement / At-Risk
127355,0,High Engagement
127356,0,High Engagement
127357,2,Moderate Engagement
127358,2,Moderate Engagement
127359,2,Moderate Engagement
127360,0,High Engagement
127361,0,High Engagement
127362,1,Low Engagement / At-Risk
127363,1,Low Engagement / At-Risk
127364,1,Low Engagement / At-Risk
127365,2,Moderate Engagement
127366,0,High Engagement
127367,0,High Engagement
127368,2,Moderate Engagement
127369,2,Moderate Engagement
127370,1,Low Engagement / At-Risk
127371,0,High Engagement
127372,3,Occasional / Content-Light
127373,0,High Engagement
127374,0,High Engagement
127375,2,Moderate Engagement
127376,3,Occasional / Content-Light
127377,1,Low Engagement / At-Risk
127378,2,Moderate Engagement
127379,3,Occasional / Content-Light
127380,3,Occasional / Content-Light
127381,1,Low Engagement / At-Risk
127382,2,Moderate Engagement
127383,0,High Engagement
127384,0,High Engagement
127385,0,High Engagement
127386,0,High Engagement
127387,0,High Engagement
127388,2,Moderate Engagement
127389,0,High Engagement
127390,0,High Engagement
127391,1,Low Engagement / At-Risk
127392,1,Low Engagement / At-Risk
127393,0,High Engagement
127394,0,High Engagement
127395,0,High Engagement
127396,2,Moderate Engagement
127397,0,High Engagement
127398,2,Moderate Engagement
127399,2,Moderate Engagement
127400,1,Low Engagement / At-Risk
127401,3,Occasional / Content-Light
127402,1,Low Engagement / At-Risk
127403,2,Moderate Engagement
127404,2,Moderate Engagement
127405,1,Low Engagement / At-Risk
127406,1,Low Engagement / At-Risk
127407,0,High Engagement
127408,2,Moderate Engagement
127409,0,High Engagement
127410,2,Moderate Engagement
127411,0,High Engagement
127412,1,Low Engagement / At-Risk
127413,3,Occasional / Content-Light
127414,1,Low Engagement / At-Risk
127415,1,Low Engagement / At-Risk
127416,2,Moderate Engagement
127417,0,High Engagement
127418,2,Moderate Engagement
127419,1,Low Engagement / At-Risk
127420,0,High Engagement
127421,0,High Engagement
127422,0,High Engagement
127423,1,Low Engagement / At-Risk
127424,2,Moderate Engagement
127425,0,High Engagement
127426,0,High Engagement
127427,1,Low Engagement / At-Risk
127428,0,High Engagement
127429,0,High Engagement
127430,3,Occasional / Content-Light
127431,0,High Engagement
127432,3,Occasional / Content-Light
127433,0,High Engagement
127434,0,High Engagement
127435,2,Moderate Engagement
127436,0,High Engagement
